Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
ChunkBwdDqkwg_052dc5d24903c149b009b6261b0cca13_1_mix_aic,mix,1047.281006,20,40,2,1069126,1800,1800,
